PM2_5,PM10,SO2,NO2,CO,O3,lat,lng,U,V
3.96,4.22,1.41,0.21,0.19,44.92,39.94,89.19,-6.63,-2.5
3.96,4.22,1.42,0.22,0.19,45.42,39.96,89.36,-6.68,-2.7
3.95,4.2,1.41,0.23,0.19,45.73,39.98,89.54,-6.76,-2.86
3.92,4.17,1.4,0.24,0.19,45.92,40,89.71,-6.79,-3.06
3.87,4.12,1.39,0.24,0.19,46.07,40.02,89.89,-6.66,-3.26
3.82,4.06,1.37,0.25,0.19,46.39,40.04,90.06,-6.46,-3.33
3.74,3.98,1.35,0.25,0.19,46.81,40.06,90.24,-6.29,-3.27
3.65,3.88,1.31,0.25,0.19,47.19,40.08,90.41,-6.18,-3.15
3.53,3.76,1.27,0.25,0.18,47.55,40.1,90.58,-6.15,-2.91
3.39,3.61,1.21,0.24,0.18,47.76,40.12,90.76,-6.19,-2.44
3.23,3.44,1.15,0.22,0.18,47.66,40.13,90.93,-6.31,-1.67
3.08,3.29,1.1,0.21,0.18,46.97,40.15,91.11,-6.66,-0.77
3,3.22,1.07,0.22,0.18,46.24,40.17,91.28,-7.15,-0.11
2.99,3.21,1.07,0.24,0.18,46.12,40.19,91.46,-7.26,0.02
2.98,3.19,1.08,0.25,0.18,46.63,40.2,91.63,-6.99,-0.21
2.97,3.18,1.09,0.26,0.18,47.42,40.22,91.81,-6.75,-0.59
3,3.21,1.1,0.29,0.18,48.29,40.24,91.98,-6.5,-0.75
3.05,3.27,1.11,0.33,0.18,48.83,40.25,92.16,-6.02,-0.64
3.09,3.32,1.13,0.37,0.18,49.21,40.27,92.34,-5.49,-0.48
3.11,3.35,1.14,0.42,0.18,49.45,40.28,92.51,-5.01,-0.49
3.13,3.38,1.15,0.47,0.18,49.54,40.3,92.69,-4.4,-0.67
3.13,3.39,1.17,0.51,0.18,49.71,40.32,92.86,-4.18,-0.27
3.11,3.37,1.17,0.54,0.18,49.95,40.33,93.04,-5.04,0.79
3.07,3.33,1.18,0.55,0.18,50.43,40.35,93.21,-6.15,1.07
2.99,3.23,1.17,0.54,0.18,51.34,40.36,93.39,-6.5,0.49
2.9,3.14,1.15,0.5,0.18,52.32,40.38,93.57,-6.26,-0.55
2.88,3.12,1.15,0.48,0.18,52.96,40.39,93.74,-5.68,-1.6
2.91,3.15,1.16,0.49,0.18,53.29,40.4,93.92,-4.85,-2.06
2.96,3.21,1.18,0.53,0.18,53.45,40.42,94.09,-4.07,-1.74
3.01,3.27,1.25,0.6,0.18,52.52,40.43,94.27,-3.63,-1.32
3.05,3.31,1.28,0.69,0.18,52.19,40.45,94.45,-3.54,-0.9
3.06,3.33,1.31,0.77,0.18,51.98,40.46,94.62,-3.58,-0.67
3.06,3.35,1.35,0.87,0.18,51.72,40.47,94.8,-3.58,-0.49
3.1,3.39,1.39,0.94,0.18,51.66,40.48,94.97,-3.51,-0.33
3.13,3.43,1.43,1.01,0.18,51.79,40.5,95.15,-3.32,-0.25
3.17,3.48,1.47,1.07,0.18,51.99,40.51,95.33,-3.04,-0.29
3.23,3.56,1.53,1.17,0.18,52.19,40.52,95.5,-2.91,-0.37
3.27,3.61,1.58,1.26,0.18,52.56,40.53,95.68,-3.01,-0.31
3.21,3.55,1.58,1.23,0.18,51.83,40.54,95.86,-2.79,-0.39
2.98,3.27,1.41,1.05,0.18,51.93,40.56,96.03,-1.93,-0.66
2.83,3.08,1.29,0.94,0.18,51.78,40.57,96.21,-1,-0.9
2.74,2.99,1.21,0.88,0.18,51.82,40.58,96.39,-0.27,-0.91
2.68,2.91,1.17,0.8,0.18,51.04,40.59,96.56,0.39,-0.77
2.54,2.76,1.13,0.66,0.18,50.25,40.6,96.74,0.83,-0.62
2.4,2.59,1.06,0.55,0.18,49.87,40.61,96.92,1.23,-0.68
2.28,2.47,1.02,0.43,0.17,49.43,40.62,97.09,1.97,-1
2.25,2.43,1.01,0.39,0.17,48.86,40.63,97.27,2.94,-1.38
2.22,2.4,0.99,0.38,0.17,48.53,40.64,97.45,3.7,-1.65
2.21,2.38,0.99,0.37,0.17,48.31,40.65,97.63,3.85,-1.64
2.19,2.37,0.99,0.38,0.17,48.41,40.66,97.8,3.51,-1.56
2.17,2.34,0.98,0.41,0.17,48.85,40.67,97.98,3.07,-1.47
2.13,2.3,0.97,0.44,0.17,49.16,40.68,98.16,3.13,-1.46
2.11,2.28,0.94,0.49,0.17,49.61,40.68,98.33,3.33,-1.63
2.11,2.28,0.96,0.57,0.17,49.33,40.69,98.51,3.46,-1.63
2.11,2.28,0.94,0.62,0.17,49.81,40.7,98.69,3.58,-1.81
2.07,2.24,0.97,0.59,0.17,49.18,40.71,98.87,3.97,-2.16
2,2.16,0.95,0.46,0.17,48.88,40.72,99.04,4.54,-2.44
1.95,2.11,0.94,0.5,0.17,48.01,40.72,99.22,4.09,-2.31
1.92,2.07,0.93,0.55,0.17,47,40.73,99.4,2.95,-2.54
1.9,2.06,0.95,0.48,0.17,45.81,40.74,99.58,2,-2.91
1.98,2.16,1.04,0.55,0.17,44.51,40.75,99.75,1.17,-2.92
2.04,2.25,1.23,0.66,0.17,43.61,40.75,99.93,0.75,-2.61
2.18,2.46,1.83,0.95,0.17,43,40.76,100.11,1.04,-2.69
1.91,2.12,1.37,0.71,0.17,42.77,40.76,100.29,1.6,-2.93
1.81,2,1.27,0.63,0.17,42.6,40.77,100.46,2.23,-3.26
1.72,1.89,1.19,0.57,0.17,42.42,40.78,100.64,2.82,-3.49
1.62,1.78,1.06,0.52,0.17,42.43,40.78,100.82,3.24,-3.54
1.56,1.7,0.98,0.48,0.17,42.43,40.79,101,3.38,-3.38
1.52,1.66,0.93,0.45,0.17,42.58,40.79,101.18,3.33,-3.12
1.53,1.67,0.91,0.43,0.17,42.97,40.8,101.35,3.46,-2.97
1.58,1.71,0.92,0.41,0.17,43.51,40.8,101.53,4.08,-3
1.57,1.7,0.92,0.4,0.17,43.74,40.8,101.71,5.01,-3.02
1.55,1.68,0.91,0.38,0.17,43.83,40.81,101.89,5.7,-2.94
1.53,1.66,0.89,0.37,0.17,44.03,40.81,102.06,6.08,-2.79
1.51,1.64,0.88,0.36,0.17,44.34,40.82,102.24,6.42,-2.6
1.48,1.61,0.87,0.34,0.17,44.94,40.82,102.42,6.85,-2.47
1.43,1.55,0.82,0.33,0.17,46.81,40.82,102.6,7.48,-2.47
1.42,1.54,0.81,0.33,0.17,46.98,40.83,102.78,8.41,-2.59
1.41,1.53,0.8,0.32,0.17,46.66,40.83,102.95,9.34,-2.76
1.41,1.53,0.81,0.32,0.17,44.5,40.83,103.13,9.69,-2.99
1.41,1.53,0.81,0.33,0.17,43.48,40.83,103.31,9.48,-3.02
1.41,1.53,0.81,0.34,0.17,42.68,40.84,103.49,9.2,-2.76
1.41,1.53,0.81,0.36,0.17,42.05,40.84,103.67,8.92,-2.32
1.41,1.53,0.81,0.38,0.17,41.53,40.84,103.84,8.82,-2.12
1.41,1.53,0.82,0.41,0.17,41,40.84,104.02,8.88,-2.23
1.43,1.55,0.82,0.47,0.17,41.05,40.84,104.2,9.11,-2.92
1.43,1.55,0.83,0.52,0.17,41.62,40.84,104.38,9.55,-3.78
1.42,1.54,0.83,0.53,0.17,42.14,40.84,104.56,9.55,-4.1
1.4,1.52,0.84,0.52,0.17,42.58,40.84,104.73,9.26,-3.87
1.4,1.52,0.83,0.54,0.17,42.64,40.84,104.91,9.2,-3.55
1.38,1.5,0.81,0.61,0.17,44.13,40.84,105.09,8.78,-3.17
1.35,1.47,0.82,0.57,0.17,44.49,40.84,105.27,8.05,-2.83
1.31,1.44,0.82,0.56,0.17,45.16,40.84,105.44,7.81,-2.58
1.31,1.44,0.85,0.59,0.17,45.44,40.84,105.62,8.05,-2.74
1.28,1.4,0.9,0.74,0.17,46.3,40.84,105.8,8,-3.29
1.23,1.36,0.98,0.66,0.17,48.38,40.84,105.98,7.62,-3.68
1.34,1.5,1.18,0.63,0.17,49.83,40.84,106.16,8.84,-4.82
2.06,2.39,2.1,1.09,0.17,50.21,40.84,106.33,11.95,-7.05
4.34,5.19,4.76,2.46,0.2,47.44,40.84,106.51,12.84,-7.3
8.29,10.06,9.26,4.58,0.24,44.51,40.83,106.69,9.32,-4.12
11.09,13.56,12.86,6.34,0.27,42.71,40.83,106.87,5.68,-1.02
13.6,16.86,18.28,8.73,0.3,40.29,40.83,107.05,5.2,-0.54
14.7,18.45,22.64,10.58,0.32,38.46,40.83,107.22,5.89,-0.9
13.84,17.37,21.68,10.2,0.31,38.7,40.82,107.4,6.14,-0.94
7.25,8.74,7.18,4.3,0.24,44.18,40.82,107.58,6.26,-0.4
6.33,7.54,5.46,3.51,0.23,45.09,40.82,107.76,6.33,0.2
7.09,8.45,6.15,3.8,0.24,44.33,40.81,107.94,6.14,0.47
8.63,10.34,7.9,4.5,0.26,43,40.81,108.11,5.78,0.51
9.61,11.55,8.98,5.06,0.26,41.48,40.8,108.29,5.48,0.5
10.14,12.27,10.13,5.66,0.27,40.39,40.8,108.47,4.79,0.56
9.83,11.97,10.42,5.73,0.27,39.85,40.8,108.65,3.78,1.22
4.58,5.78,4.31,2.83,0.22,48.43,40.79,108.82,3.24,1.7
4.51,5.34,3.15,2.47,0.21,44.3,40.79,109,2.64,1.26
4.07,4.79,2.37,1.8,0.21,45.14,40.78,109.18,2.13,0.64
4.05,4.78,2.27,1.74,0.21,45.53,40.78,109.36,2.82,0.11
5.85,7.24,3.9,2.37,0.32,45.24,40.77,109.54,3.16,-0.4
14.93,21.04,30.13,13.38,1.07,36.45,40.76,109.71,1.61,-0.08
24.68,36.77,59.57,24.13,2.29,28.67,40.76,109.89,0.17,0.29
16.52,24.92,34.36,15.13,2.07,36.96,40.75,110.07,0.21,0.12
9.81,14.28,13.9,6.86,1.26,45.1,40.75,110.25,0.82,-0.47
6.59,9.3,6.16,3.33,0.83,50.51,40.74,110.42,1.92,-1.31
5.54,7.88,5.34,2.66,0.78,53.45,40.73,110.6,3.45,-1.48
4.88,6.89,3.79,1.98,0.71,54.4,40.72,110.78,4.24,-1.08
4.85,7.03,3.66,1.83,0.76,54.99,40.72,110.96,3.24,-1.59
6.04,9.67,5.42,2.37,1.09,55.14,40.71,111.13,1.32,-2.14
7.24,12.37,6.47,2.83,1.4,55.03,40.7,111.31,0.65,-1.95
12.86,25.92,21.28,7.97,3.29,59.54,40.69,111.49,1.36,-1.64
17.28,36.64,28.11,11.41,4.76,60.91,40.68,111.67,2.44,-0.52
17.9,37.5,20.78,9.03,4.69,57.97,40.68,111.84,3.38,2.4
18.35,37.57,18.42,8.39,4.6,55.85,40.67,112.02,3.71,4.22
16.91,33.94,16.05,7.39,4.15,53.35,40.66,112.2,4.16,4.22
13.91,27.48,12.48,6.01,3.43,51.03,40.65,112.37,5.81,3.18
11.03,21.51,10.44,6.2,2.74,49.66,40.64,112.55,6.3,2.03
8.91,17.03,8.68,5.68,2.19,48.05,40.63,112.73,4.59,1.12
7.9,14.01,7.31,4.77,1.75,47.25,40.62,112.91,4.12,2.38
7.94,12.81,7.32,4.47,1.47,46.85,40.61,113.08,4.28,2.63
9.17,13.42,8.34,4.21,1.24,48.4,40.6,113.26,2.9,3.89
11.16,15.13,11.55,4.29,1.05,48.42,40.59,113.44,2.86,5.9
10.94,13.84,14.11,4.06,0.75,48.57,40.58,113.61,5.32,6.25
9.54,11.75,15.26,3.55,0.47,50.41,40.57,113.79,7,5.17
9.6,11.65,17.37,3.54,0.27,51.6,40.56,113.97,5.07,2.69
11.24,13.88,22.01,4.2,0.29,51.48,40.54,114.14,2.55,0
14.95,19.54,34.71,6.71,0.37,53.7,40.53,114.32,2.53,0.75
17.91,24.31,44.73,8.61,0.43,54.97,40.52,114.5,3.33,3.42
17.61,24.01,43.83,9.8,0.44,55.36,40.51,114.67,3.04,4.45
16.47,22.16,40.68,11.21,0.4,57.43,40.5,114.85,1.5,2.15
18.48,24.42,42.96,12.92,0.43,59.87,40.48,115.03,0.13,0.63
18.62,24.81,38.23,12.21,0.45,58.94,40.47,115.2,-2.48,0.32
16.81,22.54,29.98,10.63,0.42,55.46,40.46,115.38,-5.05,-0.95
14.89,20.01,23.2,9.21,0.41,51.88,40.45,115.55,-4.59,-1.75
13.44,18.55,16.93,8.03,0.41,48.5,40.43,115.73,-2.63,-1.84
12.71,18.13,12.37,7.15,0.44,46.93,40.42,115.91,-1.24,-0.85
13.83,19.06,9.91,6.89,0.49,46.42,40.4,116.08,-1.04,-0.44
10.99,13.85,6.47,5.79,0.44,46.08,40.39,116.26,-1.19,0.18
13.18,16.54,7.03,7.61,0.52,44.61,40.38,116.43,-0.86,-0.4
27.33,37,15.61,16.92,0.89,40.97,40.36,116.61,-0.41,-1.5
30.81,42.08,16.8,19.17,0.92,39.5,40.35,116.79,-0.31,-2.11
19.15,26.03,10.82,13.62,0.61,44.3,40.33,116.96,-0.76,-0.38
19.19,24.35,10.27,16.31,0.59,41.86,40.32,117.14,-1.74,0.8
15.89,19.5,7.69,13.21,0.47,43.2,40.3,117.31,-2.24,0.67
19.05,22.86,10.48,15.14,0.51,43.07,40.28,117.49,-1.7,-0.17
24.22,29.27,16.37,20.51,0.6,42.03,40.27,117.66,-1.1,-0.95
32.04,39.08,25.01,28.58,0.76,41.15,40.25,117.84,-0.95,-1.56
32.16,38.94,24.73,28.7,0.76,41.52,40.24,118.02,-1.46,-1.66
32.44,39.19,24.11,28.41,0.78,41.33,40.22,118.19,-2.28,-1.24
39.69,48.66,29.91,33.58,1.01,39.78,40.2,118.37,-2.44,-0.03
64.49,82.44,61.15,54.28,2.04,35.12,40.19,118.54,-2.26,0.18
63.37,84.82,56.24,47.11,2.26,35.82,40.17,118.72,-2.14,0.1
58.47,82.1,48.01,40.02,2.31,35.74,40.15,118.89,-1.93,-0.1
53.7,78.26,39.28,35.21,2.25,35.07,40.13,119.07,-2.05,0.53
48.82,73.74,35.63,33.98,2.16,35.45,40.12,119.24,-1.78,1.76
49.06,76.19,35.4,35.32,2.27,35.4,40.1,119.42,-0.07,1.77
52.91,84.03,45.41,41.49,2.65,34.26,40.08,119.59,0.67,0.29
55.39,85.61,49.79,42.64,2.75,33.65,40.06,119.76,0.04,-0.03
24.21,32.53,12.74,13.56,0.49,40.89,39.84,121.68,-5.69,7.05
33.79,46.67,17.77,17.15,0.71,35.02,39.82,121.85,-6.36,6.4
44.23,61.71,28.18,21.28,1.01,28.24,39.8,122.03,-6.43,4.75
48.52,66.99,29.79,22.44,1.08,25.31,39.78,122.2,-5.54,3.03
46.68,63.15,27.11,21.1,1.01,25.94,39.76,122.37,-4.54,1.85
44.87,59.89,27.95,20.29,0.94,26.55,39.73,122.55,-4.06,1.29
47.02,62.01,32.94,22.1,0.94,25.04,39.71,122.72,-3.97,1.34
49.2,63.07,34.47,23.59,0.87,24.4,39.69,122.89,-4.01,1.86
2.77,2.92,0.7,1.42,0.16,83.93,37.68,75.07,15.65,4.79
2.65,2.79,0.67,1.48,0.16,82.28,37.71,75.23,14.94,4.01
2.67,2.82,0.81,1.61,0.16,81.13,37.75,75.39,6.79,-4.25
2.67,2.83,0.87,1.62,0.16,79.75,37.79,75.56,8.48,-6.94
2.61,2.77,0.79,1.59,0.16,80.1,37.82,75.72,15.74,-3.26
2.55,2.7,0.74,1.63,0.16,78.83,37.86,75.89,17.97,-0.41
2.74,2.91,0.77,1.68,0.16,76.98,37.9,76.06,14.31,-1.11
3.58,3.85,0.97,1.53,0.16,76.98,37.93,76.22,7.68,-1.98
5.34,5.78,1.4,1.26,0.17,78.58,37.97,76.39,2.14,-0.49
8.75,9.54,2.37,1.41,0.19,80.1,38.01,76.55,0.39,0.18
16.87,18.52,4.65,2.09,0.25,76.54,38.04,76.72,0.64,-0.96
32.25,35.59,8.88,3.78,0.37,71.97,38.08,76.88,0.22,-2.7
48.43,53.92,14,7.56,0.5,65.92,38.11,77.05,-0.14,-2.99
58.99,66.34,19.99,11.73,0.59,59.43,38.15,77.22,-0.14,-2.48
53.97,60.87,19.44,11.72,0.56,57.95,38.18,77.38,-0.13,-1.64
32.94,36.65,10.15,5.13,0.39,63.37,38.22,77.55,-0.49,-0.96
23.07,25.33,6.17,2.27,0.31,62.26,38.25,77.72,-0.92,-0.75
18.82,20.52,4.89,1.33,0.28,60.42,38.29,77.88,-1.22,-0.8
16.65,18.11,4.27,0.99,0.27,58.7,38.32,78.05,-1.6,-0.76
14.98,16.25,3.74,0.77,0.26,57.66,38.35,78.22,-2,-0.73
13.62,14.75,3.29,0.61,0.25,57.15,38.39,78.38,-2.31,-0.78
12.6,13.63,3,0.52,0.25,57.12,38.42,78.55,-2.47,-0.86
11.76,12.73,2.78,0.46,0.24,57.46,38.45,78.72,-2.51,-0.88
11.1,12.02,2.62,0.42,0.24,57.82,38.49,78.89,-2.55,-0.78
10.63,11.52,2.51,0.41,0.24,58.04,38.52,79.05,-2.69,-0.7
10.32,11.2,2.44,0.41,0.24,58.1,38.55,79.22,-2.73,-0.76
10.12,11,2.4,0.43,0.24,58.03,38.58,79.39,-2.66,-0.82
10.07,10.97,2.4,0.46,0.24,57.89,38.62,79.56,-2.59,-0.81
9.95,10.86,2.39,0.5,0.24,57.76,38.65,79.73,-2.5,-0.79
9.76,10.67,2.36,0.54,0.24,57.55,38.68,79.9,-2.52,-0.74
9.48,10.36,2.3,0.59,0.24,57.27,38.71,80.06,-2.79,-0.66
9.19,10.04,2.26,0.81,0.24,57.03,38.74,80.23,-2.94,-0.65
8.9,9.73,2.21,0.78,0.24,57.12,38.77,80.4,-2.6,-0.71
8.69,9.51,2.18,0.5,0.23,57.52,38.81,80.57,-2.12,-0.85
8.39,9.19,2.14,0.42,0.23,57.98,38.84,80.74,-1.99,-0.96
8.02,8.78,2.09,0.38,0.23,58.47,38.87,80.91,-2.28,-0.95
7.59,8.32,2.01,0.37,0.23,57.99,38.9,81.08,-2.47,-0.89
6.89,7.54,1.86,0.32,0.22,57.14,38.93,81.25,-2.45,-0.84
6.2,6.78,1.72,0.29,0.22,56.36,38.96,81.42,-2.52,-0.77
5.36,5.85,1.55,0.24,0.21,55.82,38.99,81.59,-2.59,-0.74
4.68,5.11,1.43,0.22,0.21,55.31,39.02,81.76,-2.66,-0.78
4.22,4.6,1.35,0.22,0.2,54.65,39.05,81.93,-2.81,-0.81
3.93,4.3,1.3,0.23,0.2,53.87,39.07,82.1,-2.91,-0.8
3.67,4,1.25,0.24,0.2,53.14,39.1,82.27,-2.92,-0.76
3.38,3.68,1.19,0.25,0.2,52.45,39.13,82.44,-2.94,-0.64
3.08,3.34,1.12,0.24,0.2,51.75,39.16,82.61,-3,-0.48
2.94,3.19,1.09,0.27,0.2,51.04,39.19,82.78,-3.05,-0.3
2.84,3.09,1.08,0.29,0.2,50.35,39.22,82.95,-3.16,-0.11
2.77,3.02,1.07,0.31,0.2,49.68,39.24,83.12,-3.36,0.04
2.72,2.96,1.06,0.35,0.2,49.03,39.27,83.29,-3.53,0.15
2.69,2.92,1.06,0.36,0.2,48.43,39.3,83.46,-3.63,0.24
2.65,2.88,1.05,0.33,0.2,47.9,39.33,83.63,-3.73,0.28
2.61,2.84,1.05,0.31,0.2,47.39,39.35,83.8,-3.81,0.23
2.62,2.84,1.04,0.22,0.2,46.94,39.38,83.98,-3.79,0.06
2.64,2.86,1.05,0.13,0.2,46.46,39.41,84.15,-3.7,-0.1
2.67,2.9,1.05,0.11,0.2,45.91,39.43,84.32,-3.62,-0.15
2.72,2.96,1.06,0.1,0.2,45.35,39.46,84.49,-3.61,-0.15
2.78,3.02,1.07,0.1,0.2,44.84,39.48,84.66,-3.68,-0.09
2.84,3.08,1.08,0.1,0.2,44.42,39.51,84.83,-3.74,0
2.91,3.15,1.1,0.1,0.2,44.09,39.53,85.01,-3.74,0.03
2.99,3.24,1.11,0.1,0.2,43.88,39.56,85.18,-3.77,0.01
3.08,3.33,1.13,0.1,0.2,43.75,39.58,85.35,-3.69,-0.07
3.19,3.44,1.15,0.1,0.2,43.68,39.61,85.52,-3.47,-0.18
3.31,3.56,1.18,0.11,0.2,43.63,39.63,85.69,-3.38,-0.2
3.45,3.71,1.21,0.12,0.2,43.62,39.66,85.87,-3.56,-0.15
3.6,3.86,1.24,0.14,0.2,43.68,39.68,86.04,-3.79,-0.13
3.76,4.02,1.27,0.15,0.2,43.85,39.71,86.21,-3.89,-0.29
3.93,4.2,1.31,0.17,0.2,44.2,39.73,86.39,-3.92,-0.54
4.09,4.36,1.34,0.19,0.2,44.61,39.75,86.56,-3.95,-0.66
4.21,4.48,1.36,0.21,0.2,44.93,39.78,86.73,-3.96,-0.75
4.28,4.55,1.37,0.23,0.2,45.11,39.8,86.9,-4.06,-0.95
4.31,4.58,1.38,0.24,0.2,45.13,39.82,87.08,-4.24,-1.12
4.31,4.57,1.39,0.25,0.2,44.98,39.84,87.25,-4.54,-1.18
4.28,4.55,1.39,0.26,0.2,44.77,39.87,87.42,-4.89,-1.25
4.26,4.53,1.41,0.27,0.19,44.6,39.89,87.6,-5.18,-1.32
4.24,4.51,1.42,0.28,0.19,44.51,39.91,87.77,-5.44,-1.42
4.21,4.47,1.42,0.29,0.19,44.43,39.93,87.94,-5.61,-1.52
4.17,4.43,1.42,0.31,0.19,44.42,39.95,88.12,-5.72,-1.54
4.13,4.39,1.42,0.33,0.19,44.51,39.98,88.29,-5.95,-1.58
4.08,4.34,1.42,0.25,0.19,44.47,40,88.47,-6.26,-1.62
4.06,4.32,1.43,0.2,0.19,44.64,40.02,88.64,-6.49,-1.65
4.08,4.34,1.45,0.21,0.19,44.94,40.04,88.81,-6.59,-1.79
4.13,4.39,1.47,0.22,0.19,45.5,40.06,88.99,-6.66,-2.01
4.17,4.44,1.49,0.23,0.19,45.86,40.08,89.16,-6.77,-2.2
4.18,4.45,1.51,0.24,0.19,46.4,40.1,89.34,-6.84,-2.43
4.17,4.44,1.51,0.25,0.19,46.63,40.12,89.51,-6.91,-2.72
4.15,4.41,1.51,0.26,0.19,46.74,40.14,89.69,-6.9,-2.98
4.11,4.37,1.5,0.27,0.19,46.91,40.16,89.86,-6.72,-3.22
4.06,4.32,1.49,0.28,0.19,47.11,40.18,90.04,-6.38,-3.36
4,4.25,1.47,0.29,0.19,47.52,40.19,90.21,-6.06,-3.4
3.92,4.17,1.44,0.29,0.19,48.07,40.21,90.39,-5.76,-3.31
3.8,4.05,1.41,0.3,0.19,48.76,40.23,90.56,-5.4,-3
3.66,3.89,1.35,0.29,0.19,49.56,40.25,90.74,-5.08,-2.46
3.45,3.67,1.28,0.27,0.18,50.28,40.27,90.91,-4.93,-1.68
3.18,3.39,1.19,0.23,0.18,50.47,40.28,91.09,-5.11,-0.63
2.93,3.13,1.1,0.19,0.18,49.77,40.3,91.26,-5.74,0.56
2.82,3.01,1.06,0.19,0.18,48.97,40.32,91.44,-6.64,0.96
2.78,2.98,1.06,0.19,0.18,49.13,40.34,91.61,-7.16,0.1
2.78,2.98,1.07,0.2,0.18,49.8,40.35,91.79,-6.98,-1.07
2.8,2.99,1.08,0.21,0.18,50.72,40.37,91.96,-6.28,-1.68
2.81,3.01,1.09,0.22,0.18,51.9,40.39,92.14,-5.52,-1.64
2.81,3.01,1.1,0.24,0.18,53.02,40.4,92.31,-5.1,-1.5
2.8,3,1.11,0.27,0.18,53.95,40.42,92.49,-4.74,-1.43
2.79,2.99,1.11,0.3,0.18,54.68,40.43,92.67,-3.93,-1.05
2.75,2.96,1.11,0.34,0.18,55.34,40.45,92.84,-3.13,-0.4
2.7,2.91,1.11,0.37,0.18,55.31,40.47,93.02,-3.37,0.12
2.66,2.87,1.1,0.39,0.18,54.87,40.48,93.19,-4.36,-0.05
2.61,2.82,1.1,0.39,0.18,54.96,40.49,93.37,-5.11,-0.57
2.59,2.8,1.1,0.37,0.18,55.2,40.51,93.55,-5.25,-1.5
2.6,2.82,1.11,0.36,0.18,55.36,40.52,93.72,-4.57,-2.6
2.63,2.85,1.12,0.36,0.18,55.4,40.54,93.9,-3.28,-3.11
2.65,2.87,1.14,0.38,0.18,55.61,40.55,94.08,-2.21,-2.73
2.65,2.87,1.15,0.4,0.18,55.85,40.57,94.25,-2.07,-2.31
2.67,2.89,1.17,0.43,0.18,55.75,40.58,94.43,-2.41,-1.85
2.7,2.93,1.18,0.48,0.18,55.35,40.59,94.6,-2.53,-1.49
2.75,2.98,1.21,0.57,0.18,54.75,40.61,94.78,-2.5,-0.94
2.77,3.02,1.25,0.68,0.18,54.25,40.62,94.96,-2.54,-0.3
2.79,3.04,1.29,0.78,0.18,53.89,40.63,95.13,-2.62,-0.23
2.8,3.06,1.33,0.82,0.18,53.63,40.64,95.31,-2.55,-0.58
2.92,3.2,1.42,0.96,0.18,53.24,40.66,95.49,-2.33,-0.72
3.03,3.34,1.57,1.13,0.18,53.02,40.67,95.67,-2.13,-0.81
2.99,3.3,1.52,1.09,0.18,52.91,40.68,95.84,-1.78,-0.95
2.74,3,1.32,0.87,0.18,52.83,40.69,96.02,-1.11,-1.01
2.57,2.79,1.19,0.74,0.18,52.48,40.7,96.2,-0.36,-1.07
2.48,2.69,1.12,0.67,0.18,52.08,40.71,96.37,0.33,-1.03
2.44,2.63,1.08,0.61,0.18,51.59,40.72,96.55,0.9,-0.87
2.35,2.54,1.04,0.54,0.17,51.04,40.73,96.73,1.28,-0.72
2.27,2.45,1.01,0.48,0.17,50.48,40.74,96.9,1.79,-0.76
2.2,2.37,0.99,0.39,0.17,50.02,40.75,97.08,2.58,-0.73
2.18,2.35,0.98,0.36,0.17,49.5,40.76,97.26,3.32,-0.57
2.17,2.34,0.97,0.34,0.17,49.37,40.77,97.44,3.84,-0.55
2.15,2.32,0.97,0.33,0.17,49.31,40.78,97.61,3.95,-0.73
2.15,2.32,0.97,0.33,0.17,49.25,40.79,97.79,3.65,-1.04
2.13,2.29,0.97,0.34,0.17,49.61,40.8,97.97,3.29,-1.46
2.08,2.25,0.96,0.36,0.17,49.79,40.81,98.15,3.19,-1.6
2.05,2.2,0.95,0.38,0.17,50.02,40.82,98.32,3.37,-1.7
2.03,2.18,0.94,0.45,0.17,50.68,40.83,98.5,3.33,-1.77
2,2.15,0.94,0.49,0.17,50.69,40.84,98.68,3.09,-1.92
1.95,2.1,0.94,0.42,0.17,50.27,40.84,98.86,3.42,-2.02
1.89,2.04,0.92,0.38,0.17,49.92,40.85,99.03,4.15,-2.35
1.87,2.01,0.91,0.46,0.17,48.87,40.86,99.21,4.11,-2.51
1.82,1.96,0.9,0.52,0.17,47.77,40.87,99.39,2.98,-2.69
1.79,1.93,0.89,0.44,0.17,46.54,40.87,99.57,2.01,-2.98
1.8,1.96,0.95,0.46,0.17,44.93,40.88,99.75,1.76,-3.23
1.85,2.02,1.09,0.55,0.17,43.83,40.89,99.92,1.74,-3.25
2.06,2.32,1.7,0.9,0.17,43.16,40.89,100.1,1.84,-3.32
1.89,2.1,1.39,0.76,0.17,42.83,40.9,100.28,2.28,-3.45
1.8,2,1.32,0.71,0.17,42.73,40.9,100.46,2.94,-3.65
1.68,1.86,1.24,0.62,0.17,42.36,40.91,100.63,3.58,-3.77
1.55,1.7,1.03,0.53,0.17,42.42,40.92,100.81,4.02,-3.71
1.47,1.61,0.93,0.48,0.17,42.45,40.92,100.99,4.23,-3.57
1.43,1.55,0.86,0.44,0.17,42.75,40.93,101.17,4.29,-3.3
1.43,1.56,0.84,0.42,0.17,43.28,40.93,101.35,4.28,-2.93
1.48,1.61,0.85,0.4,0.17,43.98,40.93,101.53,4.69,-2.68
1.49,1.62,0.86,0.39,0.17,44.07,40.94,101.7,5.52,-2.58
1.48,1.6,0.86,0.38,0.17,44.23,40.94,101.88,6.19,-2.47
1.47,1.59,0.85,0.37,0.17,44.44,40.95,102.06,6.6,-2.3
